Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,Month,Months
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,16-02-2021 04:01,GIF,cooking,positive,70,2,February
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,03-01-2021 08:44,GIF,cooking,positive,30,1,January
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,25-11-2020 12:45,GIF,cooking,positive,72,11,November
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,03-12-2020 16:47,GIF,cooking,positive,50,12,December
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,22-05-2021 21:03,GIF,cooking,positive,50,5,May
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,18-01-2021 13:39,GIF,cooking,positive,70,1,January
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,06-01-2021 00:35,GIF,cooking,neutral,20,1,January
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,14-05-2021 14:33,GIF,cooking,positive,72,5,May
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,27-05-2021 15:21,GIF,cooking,negative,12,5,May
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,21-07-2020 02:12,GIF,cooking,neutral,35,7,July
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,26-05-2021 06:09,GIF,cooking,negative,10,5,May
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,25-02-2021 03:16,GIF,cooking,negative,10,2,February
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,07-12-2020 22:50,GIF,cooking,positive,45,12,December
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,24-10-2020 14:06,GIF,cooking,neutral,20,10,October
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,01-09-2020 21:18,GIF,cooking,neutral,35,9,September
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,10-05-2021 22:07,GIF,cooking,positive,72,5,May
3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,12-02-2021 16:37,video,dogs,positive,70,2,February
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,28-04-2021 15:22,video,dogs,positive,60,4,April
3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,24-01-2021 00:38,video,dogs,positive,45,1,January
3f8590c7-6ab2-4973-805a-90cdec355f05,worried,18-03-2021 01:53,video,dogs,negative,12,3,March
3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,14-01-2021 07:21,video,dogs,negative,0,1,January
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,23-12-2020 04:11,video,dogs,positive,60,12,December
3f8590c7-6ab2-4973-805a-90cdec355f05,hate,21-05-2021 07:23,video,dogs,negative,5,5,May
3f8590c7-6ab2-4973-805a-90cdec355f05,like,28-03-2021 23:25,video,dogs,positive,50,3,March
3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,16-09-2020 07:33,video,dogs,neutral,35,9,September
3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,08-11-2020 10:53,video,dogs,neutral,20,11,November
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,06-03-2021 05:23,video,dogs,positive,60,3,March
3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,13-01-2021 23:35,video,dogs,negative,0,1,January
3f8590c7-6ab2-4973-805a-90cdec355f05,want,06-09-2020 22:35,video,dogs,positive,70,9,September
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,24-06-2020 09:31,video,dogs,positive,30,6,June
3f8590c7-6ab2-4973-805a-90cdec355f05,hate,07-02-2021 21:39,video,dogs,negative,5,2,February
3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,21-01-2021 18:28,video,dogs,positive,45,1,January
3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,27-02-2021 00:21,video,dogs,negative,10,2,February
3f8590c7-6ab2-4973-805a-90cdec355f05,worried,22-08-2020 12:06,video,dogs,negative,12,8,August
3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,03-08-2020 06:29,video,dogs,positive,70,8,August
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,02-08-2020 06:20,video,dogs,negative,15,8,August
3f8590c7-6ab2-4973-805a-90cdec355f05,want,04-06-2021 04:57,video,dogs,positive,70,6,June
3f8590c7-6ab2-4973-805a-90cdec355f05,super love,21-10-2020 09:07,video,dogs,positive,75,10,October
3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,26-12-2020 19:46,video,dogs,negative,10,12,December
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,02-03-2021 22:47,video,dogs,negative,15,3,March
3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,31-03-2021 09:48,video,dogs,neutral,20,3,March
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,14-06-2021 13:44,video,dogs,positive,30,6,June
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,27-12-2020 17:04,video,dogs,negative,15,12,December
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,11-02-2021 03:51,video,dogs,negative,15,2,February
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,07-12-2020 19:07,video,dogs,positive,30,12,December
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,28-12-2020 08:31,video,dogs,positive,30,12,December
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,26-10-2020 05:27,video,dogs,positive,30,10,October
3f8590c7-6ab2-4973-805a-90cdec355f05,worried,26-09-2020 18:43,video,dogs,negative,12,9,September
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,25-11-2020 13:01,video,dogs,negative,15,11,November
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,11-07-2020 05:51,video,dogs,positive,60,7,July
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,19-03-2021 16:23,video,dogs,positive,60,3,March
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,11-10-2020 18:31,video,dogs,positive,30,10,October
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,02-11-2020 20:15,video,dogs,positive,60,11,November
3f8590c7-6ab2-4973-805a-90cdec355f05,want,01-10-2020 03:35,video,dogs,positive,70,10,October
3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,11-02-2021 20:10,video,dogs,negative,0,2,February
3f8590c7-6ab2-4973-805a-90cdec355f05,want,07-02-2021 15:59,video,dogs,positive,70,2,February
3f8590c7-6ab2-4973-805a-90cdec355f05,hate,17-10-2020 11:46,video,dogs,negative,5,10,October
3f8590c7-6ab2-4973-805a-90cdec355f05,like,09-08-2020 19:41,video,dogs,positive,50,8,August
3f8590c7-6ab2-4973-805a-90cdec355f05,love,01-02-2021 02:40,video,dogs,positive,65,2,February
3f8590c7-6ab2-4973-805a-90cdec355f05,adore,30-01-2021 09:36,video,dogs,positive,72,1,January
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,31-03-2021 15:24,video,technology,positive,70,3,March
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,05-02-2021 17:00,video,technology,positive,75,2,February
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,19-02-2021 16:29,video,technology,positive,60,2,February
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,25-07-2020 00:00,video,technology,negative,12,7,July
0bedca96-fb76-4287-a83c-17330ed39cce,adore,13-07-2020 02:38,photo,soccer,positive,72,7,July
0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,13-01-2021 13:11,photo,soccer,neutral,20,1,January
0bedca96-fb76-4287-a83c-17330ed39cce,worried,02-01-2021 16:46,photo,soccer,negative,12,1,January
0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,26-11-2020 02:25,photo,soccer,positive,45,11,November
0bedca96-fb76-4287-a83c-17330ed39cce,want,25-08-2020 19:18,photo,soccer,positive,70,8,August
0bedca96-fb76-4287-a83c-17330ed39cce,hate,01-02-2021 00:15,photo,soccer,negative,5,2,February
0bedca96-fb76-4287-a83c-17330ed39cce,love,04-06-2021 14:36,photo,soccer,positive,65,6,June
0bedca96-fb76-4287-a83c-17330ed39cce,adore,19-08-2020 13:38,photo,soccer,positive,72,8,August
0bedca96-fb76-4287-a83c-17330ed39cce,cherish,22-04-2021 02:08,photo,soccer,positive,70,4,April
0bedca96-fb76-4287-a83c-17330ed39cce,super love,26-06-2020 10:33,photo,soccer,positive,75,6,June
0bedca96-fb76-4287-a83c-17330ed39cce,like,15-08-2020 18:16,photo,soccer,positive,50,8,August
0bedca96-fb76-4287-a83c-17330ed39cce,love,26-11-2020 13:42,photo,soccer,positive,65,11,November
b18cb63f-4c8e-44ee-a47f-541e95191d11,want,14-04-2021 00:56,photo,public speaking,positive,70,4,April
b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,21-07-2020 21:27,photo,public speaking,neutral,20,7,July
b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,29-03-2021 06:57,photo,public speaking,negative,10,3,March
b18cb63f-4c8e-44ee-a47f-541e95191d11,want,20-05-2021 16:11,photo,public speaking,positive,70,5,May
b18cb63f-4c8e-44ee-a47f-541e95191d11,like,02-11-2020 06:09,photo,public speaking,positive,50,11,November
b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,24-10-2020 15:37,photo,public speaking,neutral,20,10,October
b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,07-09-2020 14:42,photo,public speaking,positive,60,9,September
b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,04-03-2021 02:46,photo,public speaking,negative,15,3,March
b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,07-01-2021 14:08,photo,public speaking,positive,72,1,January
b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,06-07-2020 11:18,photo,public speaking,neutral,35,7,July
b18cb63f-4c8e-44ee-a47f-541e95191d11,like,27-03-2021 04:56,photo,public speaking,positive,50,3,March
b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,21-11-2020 21:25,photo,public speaking,positive,45,11,November
b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,22-08-2020 01:25,photo,public speaking,positive,70,8,August
b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,14-06-2021 11:45,photo,public speaking,neutral,35,6,June
b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,15-07-2020 19:28,photo,public speaking,negative,12,7,July
b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,21-03-2021 14:39,photo,public speaking,positive,45,3,March
b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,07-04-2021 03:15,photo,public speaking,positive,75,4,April
b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,24-04-2021 06:56,photo,public speaking,positive,70,4,April
b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,30-09-2020 14:05,photo,public speaking,positive,60,9,September
b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,19-07-2020 19:28,photo,public speaking,positive,60,7,July
b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,21-01-2021 07:08,photo,public speaking,negative,15,1,January
b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,31-01-2021 13:48,photo,public speaking,negative,15,1,January
b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,24-12-2020 03:24,photo,public speaking,negative,5,12,December
b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,27-05-2021 01:44,photo,public speaking,negative,0,5,May
b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,13-02-2021 04:14,photo,public speaking,negative,0,2,February
b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,14-07-2020 04:36,photo,public speaking,positive,72,7,July
b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,15-07-2020 16:03,photo,public speaking,negative,10,7,July
b18cb63f-4c8e-44ee-a47f-541e95191d11,like,08-10-2020 17:23,photo,public speaking,positive,50,10,October
b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,12-11-2020 23:55,photo,public speaking,positive,60,11,November
b18cb63f-4c8e-44ee-a47f-541e95191d11,want,21-02-2021 05:01,photo,public speaking,positive,70,2,February
b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,09-07-2020 08:58,photo,public speaking,positive,45,7,July
b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,26-06-2020 23:45,photo,public speaking,positive,72,6,June
b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,20-11-2020 13:18,photo,public speaking,negative,12,11,November
b18cb63f-4c8e-44ee-a47f-541e95191d11,like,29-05-2021 21:34,photo,public speaking,positive,50,5,May
b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,22-02-2021 02:48,photo,public speaking,neutral,20,2,February
b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,07-01-2021 18:39,photo,public speaking,negative,15,1,January
b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,01-10-2020 15:10,photo,public speaking,positive,72,10,October
b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,21-11-2020 08:24,photo,public speaking,negative,5,11,November
b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,15-04-2021 13:50,photo,public speaking,negative,15,4,April
b18cb63f-4c8e-44ee-a47f-541e95191d11,love,30-06-2020 01:14,photo,public speaking,positive,65,6,June
b18cb63f-4c8e-44ee-a47f-541e95191d11,want,01-12-2020 15:06,photo,public speaking,positive,70,12,December
b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,07-11-2020 00:47,photo,public speaking,negative,15,11,November
5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,30-06-2020 13:08,GIF,science,positive,75,6,June
5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,04-08-2020 03:09,GIF,science,positive,60,8,August
5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,28-07-2020 07:01,GIF,science,positive,45,7,July
5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,25-10-2020 02:39,GIF,science,positive,75,10,October
5118e9c5-1377-4cc5-a486-65b35b7b7b76,worried,05-07-2020 03:37,GIF,science,negative,12,7,July
5118e9c5-1377-4cc5-a486-65b35b7b7b76,cherish,28-04-2021 15:16,GIF,science,positive,70,4,April
5118e9c5-1377-4cc5-a486-65b35b7b7b76,indifferent,31-01-2021 00:54,GIF,science,neutral,20,1,January
5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,29-08-2020 11:37,GIF,science,positive,72,8,August
5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,15-10-2020 12:09,GIF,science,positive,45,10,October
5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,02-08-2020 21:20,GIF,science,positive,65,8,August
5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,31-10-2020 21:46,GIF,science,negative,15,10,October
5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,12-10-2020 09:40,GIF,science,positive,60,10,October
5118e9c5-1377-4cc5-a486-65b35b7b7b76,want,12-12-2020 12:22,GIF,science,positive,70,12,December
5118e9c5-1377-4cc5-a486-65b35b7b7b76,like,09-01-2021 16:37,GIF,science,positive,50,1,January
5118e9c5-1377-4cc5-a486-65b35b7b7b76,hate,23-08-2020 04:39,GIF,science,negative,5,8,August
5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,22-12-2020 04:20,GIF,science,positive,65,12,December
5118e9c5-1377-4cc5-a486-65b35b7b7b76,disgust,07-11-2020 08:49,GIF,science,negative,0,11,November
5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,17-04-2021 22:45,GIF,science,positive,72,4,April
5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,21-04-2021 00:21,GIF,science,negative,15,4,April
